Artist Name,Artist ID,Popularity,Followers,Genres,Genre Queried,Artist Image
THE NEW SIX,0DRiXmEOc6dJ6Rug3xi4HZ,41,185139,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb3bb28d46fe37d80a631c6f95
AB6IX,4y0wFJ5jmCUNRLZfsw1I7g,42,545924,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb2a4491bcd12c2cfe2490e52a
SUPER JUNIOR-D&E,3EfnKIG9827OXkcQQT7HEI,47,643955,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb52e4f0ea910579915c3f1450
SHINHWA,0jVvkFPa6YbFXQ3Qmhita0,42,291473,"classic k-pop, k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebfae37f375b06347af986a917
EXO-SC,6741jcSlgsv0M3B4ruIPS5,44,1218643,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebb818ae8414a3c6412f7432cf
The KingDom,0p5Ot7c8cFHtS82hd1WBN3,38,205249,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebb3c633d8f23531e0d6458cae
EPEX,4e2umhzNHTSeQnSCWPN0uT,42,242333,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebc1bf0483de46eb2315fac2f3
B1A4,3sxWOFw4MSN54SIQ8np6iG,43,551451,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb44f319ef527ee470a538f313
8TURN,7tCg9aiVKZ5Cmhbfb7UoqM,39,223549,"5th gen k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb9e1a02f6e15aa1a80cf0b780
TEMPEST,1iyFL3CRuKW7PXgPH4VxSP,45,196674,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb9911c736617c213eb64cb5ce
Golden Child,5zShiwTHlygdfsXj6eavTu,41,636283,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb958bde40371d48bef374d35c
GD X TAEYANG,3HJVw8aEtFqoc3raJVE8am,43,340576,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb297e7c351824ad6c818be5de
TEEN TOP,3offPqpKAKmpQkIdWnjzkc,42,392860,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebf7ea6d18570fbce087f39380
HIGHLIGHT,3T0fMfxYBU3q9oAUAdPIsr,43,514569,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6772690000c46c1c992627fe38d0b80de386f3
MOONBIN&SANHA(ASTRO),2jrwm2knXPMawr5p8FuC2h,42,209546,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab67616d0000b27362d463beea8592f796725e3f
DKB,4DoedGw38ubJdAT1edFsIx,36,163372,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb063797f48babab1b9736b999
Overdose,32jdgEsyvdXqUoReMyR0gl,39,9842,k-pop boy group,k-pop boy group,
VERIVERY,1fWUcRSok57yRm8gPKj1Fc,38,362797,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb59749ba840544efb98f280f1
NU'EST W,0gdWU9IX6LIiuPvXh95pas,39,597521,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb47fd0c76611659752147f9ef
VANNER,05pkCt3DQY5ZC41u7WMk5D,32,55536,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebd3119b9a00f8caf2fa6cc628
UKISS,2GB76Lm833jVI5kLvKEB7Z,38,355773,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb63bc02211948e55a108ba4cc
E'LAST,0NztgA9b1KEJLjLVqMwd9y,34,207991,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb3afdd832dbf2d07c3e2502be
MBLAQ,14f1WN9TUDVBK4sHUStmLG,39,295074,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab67616d0000b27363a9dd7bc648baff62975bcf
VAV,3riGN5iBVBk5naQxUDr5fk,35,789294,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebb96c78371e82b2d5f0115821
TRENDZ,6Bmr9e9x44iib7equMj5Qj,34,96451,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebe8e979934983ec5b4d0f8954
BLITZERS,3Exoh42YMeqnUvYahAGgUE,35,141894,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb70c814e51439ade543f58880
JUST B,2f0bPttugNpkg34HIxBIWe,34,187872,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb03d9c67c31a7dd2a0ff20e1b
Jus2,1pXX6uuufA0Zrk4Ksuh4nv,35,369750,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab67616d0000b273944a53e3acb2263e657e7bfc
0WAVE,1nxCRfWuzM4GSCVfrqtlxz,34,34434,"bedroom r&b, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb816367465acb10c53e816284
TAN,34Ecdzh8yGKt2YvPG37PKu,31,58790,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5eba9409322bc70bd56bc4f0950
HIGH4,3cpG0SJLIJ1qpQfjmlWlzo,35,61653,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab67616d0000b273762badbc5b89a2fa65d13f67
SECHSKIES,6uRyNreOHUvWPNGnKfIo27,34,142063,"classic k-pop, k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebfc47c472cc9d2cffef895386
XODIAC,1Yhs3H3tkZhk4mSQgzECWb,42,145418,"5th gen k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebfb5aa4339b62928c00d354a3
GHOST9,7f953Uuid7Xrd0nXQ3V3s1,30,161440,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb3b7bfccf94b77fc7e3b7ea5e
BOYFRIEND,2Pw8E6zZoeuksVWtyZPnzd,35,309443,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab67616d0000b273d926cc6e23d24e24d562f165
Say Yes!,7sPKpBhx7fwPp9wMGYvQJI,35,5670,k-pop boy group,k-pop boy group,
YOUNITE,4l4eMvpA4K7X02j08cbkNV,31,77096,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb7e55a97e9e0a00300bdf1f10
PLT,3vuWK4IKHt6AJnELinRiAE,27,69878,"k-pop boy group, k-rap, korean r&b",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebeae9e097210a25e8715c7866
god,1nTCpd63NkuGGpCIbo4Ywl,30,32506,"classic k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab67616d0000b27331bc6f03809fdb704b3ebae3
SUPER JUNIOR-K.R.Y.,5Kdp1Iq26eCz7XbPxOgt7F,36,272443,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb667ab25183e4988519fa2838
En Butter,3X6XIt8zNXvrNzxb1R8TW5,33,4510,k-pop boy group,k-pop boy group,
n.SSign,3IHvi45S5SITyNES9VzSjI,33,28036,"5th gen k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebcf53784ff8c9bf1783fe0ea8
Block B - BASTARZ,70ptvBQye3QMlbuTKrF1qb,29,239503,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebfb00473172b7124b5415e471
UP10TION,2LjaeuGS0ubYXZfNihGp9y,28,493820,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb1a68ee20ceb024d7995a4c9f
DKZ,31eyTcfjAke5hFX3az3nRE,29,97747,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab6761610000e5ebaccf8c8763bf2fa909677c71
NINE.i,4e8UtPYfVPBzWO4PY8CZye,30,51386,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab67616d0000b273a510bac7b5b2d1de4e2755d4
ZE:A,6lGfLCig2b5mvDTtsPSrb0,32,40537,k-pop boy group,k-pop boy group,https://i.scdn.co/image/ab67616d0000b2738e4287cc08e5b86de490d63b
KNK,5zx2slDKDXNn1e6779RzPd,28,281476,"k-pop, k-pop boy group",k-pop boy group,https://i.scdn.co/image/ab6761610000e5eb35572e59c69defc200f01c45
NewJeans,6HvZYsbFfjnjFrWF950C9d,82,8908103,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb80668ba2b15094d083780ea9
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,80,5676116,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebd7d7064b17d00c6f8755eae6
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,80,50763809,"k-pop, k-pop girl group, pop",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c
aespa,6YVMFz59CuY7ngCxTxjpxE,80,6279255,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb573935eb61a1897aeb43c531
TWICE,7n2Ycct7Beij7Dj7meI4X0,79,20694023,"k-pop, k-pop girl group, pop",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb0c6952f39ba680489149a54c
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx,75,9601641,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb7fd16327c86d500f83be1d6a
Red Velvet,1z4g3DjTBBZKhvAroFlhOM,73,9197797,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb02a562ea6b1dc718394010ac
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,73,1236045,"5th gen k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb77f6a3aedfcc4eba07fa14b3
IVE,6RHTUrRF63xao58xh9FXYJ,74,4488793,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb8939960e5144b51d7903899f
XG,0LOK81e9H5lr61HlGGHqwA,71,1659607,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb450f7ba269d8a1ac6729081e
NMIXX,28ot3wh4oNmoFOdVajibBl,70,3023949,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb2b9446440d296ce32189024e
ITZY,2KC9Qb60EaY0kW4eH68vr3,70,7580456,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebb0e2700dbc17b43328038f7a
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,67,1654168,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebf5b576e445d9bb5862084db2
fromis_9,24nUVBIlCGi4twz4nYxJum,63,1284464,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebd6af403be25256e1fdf15eca
STAYC,01XYiBYaoMJcNhPokrg0l0,62,1895530,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb6d2c52a7bb1e4582c6340529
K/DA,4gOc8TsQed9eqnqJct2c5v,62,2161499,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebdc1dc943555dfa1ee2a107e5
Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,63,2534079,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb385df356841aaec34a0914aa
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,61,1380698,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb2e75abbdf622da095f8b21cd
tripleS,5Z71xE9prhpHrqL5thVMyK,61,447313,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb562386d76cf9051be82de6f5
Wonder Girls,3Cv2vi3WTl8VZOTdrBkKdM,58,861996,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb30a517d1b703c3eabdac2855
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,61,7336578,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebe12972169702affd7a4c48ec
2NE1,1l0mKo96Jh9HVYONcRl3Yp,61,2479032,"dance pop, k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebcd3114c3d3dc89d5ec1c9145
EVERGLOW,3ZZzT0naD25RhY2uZvIKkJ,59,2215701,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb76643c12c77c6f4de9f5fdb5
GFRIEND,0qlWcS66ohOIi0M8JZwPft,60,1632690,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebd0701912e6fccf8427bc7361
IZ*ONE,5r1tUTxVSgvBHnoDuDODPH,60,2249161,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eba6b0d348c125a072e5284b3e
VIVIZ,7Lq3yAtwi0Z7zpxEwbQQNZ,58,673338,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb050bd4c225df076baeb835ad
LOONA,52zMTJCKluDlFwMQWmccY7,55,2406334,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb80584436e5726afb70cee7f8
OH MY GIRL,2019zR22qK2RBvCqtudBaI,56,1804617,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb5cd460490fb1c55b8ed8c40b
MISAMO,0IwZVmMMGE7nNXS7vN9SIo,55,824052,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebdd834bb7e70b6c23c0d33909
AOA,54gWVQFHf8IIqbjxAoOarN,53,751828,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b27336adcea4e93245f1fec547df
f(x),3wRA5UYoo08BBKJnzyKkpF,53,1281395,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebe0cc2045ff4e90d12df91cc3
Apink,2uWcrwgWmZcQc3IPBs3tfU,54,1226175,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb5d7e6f087811f89d7c8f0706
MOMOLAND,5RR0MLwcjc87wjSw2JYdwx,53,3926005,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb4d4b74165ecfadcacf0771ae
T-ARA,1R52cwGf75yTf7I3Q0Irf8,53,792979,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/cd8af1e4b3bcab50bc4457ea1d4bd21bb51654dc
SISTAR,2wTLheTmMcFCA4hdY8hZJP,52,994713,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b2733be3a6a60408608f0d33e3bc
EXID,1xs6WFotNQSXweo0GXrS0O,51,1492996,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb271110d977700b69d9548993
KARA,7aZ221EQfonNG2lO9Hh192,53,574819,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb05b57a10802bacfdfb26afa0
miss A,1BEohdSWSBggmO979tzRwW,51,930640,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb3b93ad49bde5a3655aef95cd
WJSN,6hhqsQZhtp9hfaZhSd0VSD,48,900819,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebf8786ccb6031a3266bb15606
WOOAH,7mgY992t7YTx6UELsoIMRa,46,282006,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebf45456a6207be90a847e952d
CLC,6QyO41KctzGc70mVaVnXQO,48,1270187,"k-pop, k-pop girl group, korean city pop",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb123f438003920eced08e348d
4Minute,6cdC1cwqh3eJAXaxXJt2jv,49,1083473,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/621c729dd90a6e7a63fc8f0957b2b928834ec5a8
LIGHTSUM,57HNdw2ObRmfwWHG8Xhs8t,44,177525,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb2383e88dd90a5af59213d067
TRI.BE,6BgYuNomEs12UIrnxhWE9a,48,444921,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb2e353dd3ed8f6d88521547c4
BLACKSWAN,2ujaWf015QoP7x1u20Yq5G,45,178369,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb6a26f27e7377092491daf937
Girl's Day,13kJgvU22LHMsJtGWLmx7W,47,703193,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b2739e03d61c4f569348f1bedacd
Brave Girls,7t5H3uQv0Zw6cQUnSTF5BB,47,363218,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b27373d59cc449e4592026c3997a
Momoiro Clover Z,3Zl0EsuYV23OgNw6WqGelN,50,215711,"denpa-kei, idol rock, j-idol, j-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebd9d1f0c040abde1d1201ec69
LOOΠΔ / ODD EYE CIRCLE,5KPaeBm0fVfCSZLydp9jdy,40,742862,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab67616d0000b273fb3c690920c69107439c2866
Orange Caramel,2QHTtUsN6Q13w3QHdfRqsK,43,325809,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b27336484b845182eec375dace20
Brown Eyed Girls,2GEPtT5RDxrmdi0A4mbDi7,43,267038,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebc88f194bc631713f1ddafca9
I.O.I,6RKnXXyprPjhBdCvL802Ku,46,1277407,"k-pop, k-pop girl group, k-pop reality show",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb8884036ea777e2afb47ac7a2
SISTAR19,5Q0U6ogBrMX2oxmxy5OTzU,44,221858,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb4f66a54f209012eec464efef
MAVE:,2ec7y2L98sHDYFylr7KqEx,43,221530,"5th gen k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb4768e6265cba24c859c42858
SECRET NUMBER,7qxo9RTWfEoFKN7XGtNV6V,47,253922,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb376e11fa5e784d37a9c8f2ed
Weki Meki,5LWkv2hDbDwZL3zNwZYNPx,42,976639,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebae1eafd2e3bfb0b7150e86e9
H1-KEY,5GwQwY63I9hrUUFlQB8FYU,42,135247,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb8941500574c895dea9741e8f
Cherry Bullet,3IJCdgkBZbieocLZ4e94GZ,41,438175,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb7415221d0cb40f21f8e4c5f4
Lovelyz,3g34PW5oNmDBxMVUTzx2XK,42,434783,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb02b921a7ab0c2e7f35e250f8
After School,1loWI8jVk9btgJXHgqHXPD,42,373080,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b273aab37cd3daa1bed7ed95d220
S.E.S.,61HUG80Xma4rnXsqfZkzeM,38,75580,"classic k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b273fa1161ff344e112e8a90e6d7
FIESTAR,3IVjXrnR0npv1LY24kQSzd,38,158540,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b27311e775512911343411545bd3
APRIL,4cJ99wTjC60pXcfyISL9fa,39,500464,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6772690000c46ca73a1105cf0a5ca4b144941f
PIXY,0CJkEzffVZLgav03xXeC9s,37,188307,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb11b4e5da5aead482944bdef6
cignature,5x9WawpXGR82PWDFk9CKYQ,39,173435,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb7493ef469f18f18958caa93f
9MUSES,55tJwpPIz9BMrSLM45iEXX,37,221950,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b273efb1438c83e929e60f250be2
HELLOVENUS,3TW9U1f93tpGBsEtCSf7JG,37,265034,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b2734137dd7f6007dda47c5ed557
Girls' Generation-TTS,7AKHnZVqwXYuUwWJ8UGL5q,39,585637,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb9426413cf033b2e0eedfeff6
Rocket Punch,4hozqATxbpy9TwKWRT8QVO,35,202003,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb3c6d373a1f47c84c243bfb32
CSR,06MX3Ecb8PHyNFmq8irTWC,37,82385,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eba6b8bde294488f9a0401fa0a
MAMAMOO+,2uGx10VkBrI3GBvnQl81du,37,189017,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebb82a05fa6960282b30505021
CLASS:y,3jcfHmXvjOgHzfyVE55GzZ,36,166236,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab67616d0000b2736c18892d50c275430dead1bc
Girls' Generation-Oh!GG,1foL9hLC9M6U94dINtOYfb,38,232628,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb260d891bd56f62d81ff3b91c
LADIES' CODE,4epPY1AW9lQeVUM1XaFiwi,33,163264,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b27395ab9a02d082c6df434aee14
NATURE,5WUom9mTTEewPdUmI4qnQi,36,237278,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb32611c63e1f3055a54d1f693
DIA,5Pcx98OUnL52aGZRRQx5v8,35,211979,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b273f179b7cfae858ced4e46b296
CRAXY,3C13AlJZ4QWHSruAWe9VPI,31,60762,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb726a0a5199e5cd217904200e
PRISTIN V,4zTNiArZgV1SKWATSFshVI,33,458029,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b273ca3d2178304211a0026eb455
ICHILLIN',5357DGet3KsoJNwVkV7qvy,31,72681,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb3306e0f74cdb5b38d00d1405
Dempagumi.Inc,2jAtwNClGACPlYgR1QFAIq,36,71002,"denpa-kei, idol rock, j-idol, j-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb3142a60004a5188878605c43
LIMELIGHT,1mDDvUPSs2dSr4QKAQmOql,33,83899,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab67616d0000b273b44f315aefbd737c235a6dd7
Secret,503DjcVO5Ku1NgLPhVuNg7,36,201047,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b27307f0b523acbc0a0f932011eb
ALICE,1mgzY8CsK8lyJy96tT8bV5,31,226893,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb194b53f4785ed4ddef0061ca
PRISTIN,6VAphrHp0Oc88qg9BDaH9D,33,577376,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b273fa87bc3be975e89c6c2c8389
LOONA/yyxy,5JPKwLsHGaPIlxqHiF29e4,31,259604,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab67616d0000b27319f29ba212fa38eb88cf3643
Fin.K.L,2aRLyjYp7WPr4EkjkI1gvS,31,35175,"classic k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b2737d60ab8efdba2818b5437a61
ILY:1,3FvFhUWP00xtwBrHtby3v8,32,63740,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebd1186c21b4ef5f42371ef1c5
gugudan,0h7XZWgoxlY49uSUj7MVRY,32,448300,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb964fc3733cd0727d16d68b94
LABOUM,4iO5uKMUphLqQ20TfrdZx3,33,179969,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb54e60fdfa22e524a065db2f0
Crayon Pop,0ODX6aegsZkBmBeMA5qqwi,35,160530,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b2732822961f2e0a4608999a4399
Dalshabet,10xsuRNvidaOLxWd3fRIel,31,172959,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab67616d0000b273e1bde2755f73cbd55745b781
RAINBOW,7xDyxRXgFgOZhdtLtkYR1y,32,31348,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab67616d0000b2739153d4362be52f4c6bbaadb2
BVNDIT,5dEBuZjTtE68uDgCs23Kuv,31,170812,"k-pop, k-pop girl group",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb2efa47f150ed10401bde6d85
Apink CHOBOM,1eDD6vNEyVQXGev7af156d,29,26801,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab67616d0000b2735f0be1b9fdf73cdb3afe94b0
LOOΠΔ 1/3,4u9YxYzCjpMjnMcwNu9fzy,29,244740,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab67616d0000b2730d09ac19b3c556774e186e53
MIMIIROSE,3699Hh55qWXd0kWWMWRR2o,30,51208,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb06c98e04834e94ffa608bf3b
DreamNote,3ILvL0HM0cST4iR8RzQh2V,28,123319,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5ebdeda0c3ad9ae6704ac15b31c
PRODUCE 48,5ORE0ElD7HiONogJZzhKrS,34,408366,"k-pop, k-pop girl group, k-pop reality show",k-pop girl group,https://i.scdn.co/image/ab6761610000e5eba37c12c4a5e11e844c0cc798
WJSN Chocome,5VyqN5hNo0TbYF0ICU77nn,29,109100,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eba3e483bda08002c2c7bfa7ef
HOT ISSUE,16C7FRln711ggylepawmpq,28,61996,k-pop girl group,k-pop girl group,https://i.scdn.co/image/ab6761610000e5eb32512352014b35d0bd457250
KISS OF LIFE,4TEK9tIkcoxib4GxT3O4ky,73,1236045,"5th gen k-pop, k-pop girl group",5th gen k-pop,https://i.scdn.co/image/ab6761610000e5eb77f6a3aedfcc4eba07fa14b3
KATSEYE,3c0gDdb9lhnHGFtP4prQpn,71,270606,5th gen k-pop,5th gen k-pop,https://i.scdn.co/image/ab6761610000e5eb031e8e2a9c4893810a02f863
ILLIT,36cgvBn0aadzOijnjjwqMN,72,1392930,5th gen k-pop,5th gen k-pop,https://i.scdn.co/image/ab6761610000e5eb5884b5e3bdc71d42b62bfcfd
