Track Name,Track ID,Duration (ms),Popularity,Track Number,URI,Album Name,Album ID,Artists,Genre Queried,Track Image
DER LETZE TANZ,2bEFYqhRwWUUEZHY5gm9Sx,242408,14,1,spotify:track:2bEFYqhRwWUUEZHY5gm9Sx,Musical Elisabeth,7D6Uk8V1IEAWQM6wcc0IKK,Jeon Dong Suk,korean musicals,https://i.scdn.co/image/ab67616d0000b27367e080cf4abb066e3c861071
Cheers To The Hungry Youth,71sGHhyeDIziY40PGKy3GI,152333,11,4,spotify:track:71sGHhyeDIziY40PGKy3GI,영웅,5EZKxqtKYnedB1ywNGXhYz,"Chung Sung Hwa, Park Jin Joo, Lee Hyun Woo, Cho chae yun, Bae Jung Nam, Jo Woo Jin, Chang Gi Young",korean musicals,https://i.scdn.co/image/ab67616d0000b27371494bc9ba37607180e801f5
A thousand winds,2eauFKSZit5G5dsp64IJ6D,213586,15,4,spotify:track:2eauFKSZit5G5dsp64IJ6D,Love call center PART37,6vo4K0RO9oH7cEcVtvKZqx,"Im Tae Kyung, Jeong Dong Won",korean musicals,https://i.scdn.co/image/ab67616d0000b273f16d8570aa26ce66c32a4df4
The Wounded,7xEUJkXJKIxdWyxYkFUtJs,237049,14,15,spotify:track:7xEUJkXJKIxdWyxYkFUtJs,Frankenstein (Original Musical Soundtrack),0VRt7HI5lha38eg1jTlVhV,Jisang Han,korean musicals,https://i.scdn.co/image/ab67616d0000b273c2baeeb6f41b6c34c576cc99
사랑하면 서로를 알 수 있어,0Gk0TCkx9o1qV1HEAGPFmg,248173,13,15,spotify:track:0Gk0TCkx9o1qV1HEAGPFmg,뮤지컬 모차르트! (Original Musical Soundtrack),5puf6aYbdE55t9ipGT0lX1,"Im Tae Kyung, 정선아",korean musicals,https://i.scdn.co/image/ab67616d0000b273f6f8bac19dad4816b9eb3102
We Are,3vWYTSCp2PzkcRITN2o6cS,143960,10,19,spotify:track:3vWYTSCp2PzkcRITN2o6cS,KAI ON MUSICAL,04B5WAQquyirwfdtBWrs6N,"Kai, Mi Do Jeon",korean musicals,https://i.scdn.co/image/ab67616d0000b273f2e32ae858480f4490f9ade2
"언제나 그대 곁에 - 신성록, 옥주현 Version",4Dfd9ukwJF2frmqwFdgFUm,293973,9,4,spotify:track:4Dfd9ukwJF2frmqwFdgFUm,뮤지컬 몬테크리스토 (Original Musical Soundtrack),27P7CwheJpz1xqqj0kVdlf,"신성록, JooHyun Oak",korean musicals,https://i.scdn.co/image/ab67616d0000b2735279b2eb816552d9deabd4a4
Something More,2ifwaSxgzwiTPaOSNscK6u,255106,10,3,spotify:track:2ifwaSxgzwiTPaOSNscK6u,THE LAST KISS (뮤지컬 황태자 루돌프 OST 중 하이라이트) (Original Musical Soundtrack),5ak7n2GApC2WejIXw3yKak,"Im Tae Kyung, JooHyun Oak",korean musicals,https://i.scdn.co/image/ab67616d0000b2731e8adaef4105e41446dc24cb
Someone Like You,2ca8qL8wppMbzzZP4LfQxA,202286,9,13,spotify:track:2ca8qL8wppMbzzZP4LfQxA,Musical Jekyll & Hyde 2021 Korean Cast Recording Vol. 2,00jIplxlerT8ThqB9CDIL4,Yoon Gong Joo,korean musicals,https://i.scdn.co/image/ab67616d0000b273202489abda67789a805e23cc
I Will Be There,0p4XGMSv9tRKf7bzPP4bgr,293973,13,1,spotify:track:0p4XGMSv9tRKf7bzPP4bgr,Musical MONTE CHRISTO (2016),4KqdKlCrPC1Evom3d8AngF,"Kai, Cho Jung Eun",korean musicals,https://i.scdn.co/image/ab67616d0000b27300f3d73cae68b32d760f75f3
Lost in the Darkness,682DYt6P61rxTQcovJy3kA,103609,10,2,spotify:track:682DYt6P61rxTQcovJy3kA,Musical Jekyll & Hyde 2021 Korean Cast Recording Vol. 2,00jIplxlerT8ThqB9CDIL4,Hong Kwang Ho,korean musicals,https://i.scdn.co/image/ab67616d0000b273202489abda67789a805e23cc
To You - Instrumental,5iFyuq8ew54kHYmymEgPNA,225999,7,2,spotify:track:5iFyuq8ew54kHYmymEgPNA,"HOSPITAL PLAYLIST Season2, Pt. 7 (Original Television Soundtrack)",1m1Ea6t82SiAppoStljOm7,Yoo Yeon Seok,korean musicals,https://i.scdn.co/image/ab67616d0000b27334e47128e501d45f15d4a819
The Steps Of Tomorrow,4SGvRalrhEY1s389vbLK0x,212515,13,11,spotify:track:4SGvRalrhEY1s389vbLK0x,KAI ON MUSICAL,04B5WAQquyirwfdtBWrs6N,Kai,korean musicals,https://i.scdn.co/image/ab67616d0000b273f2e32ae858480f4490f9ade2
여기는 빈,5u2JM4Sur2H0MKkRqAGz6Z,226053,5,14,spotify:track:5u2JM4Sur2H0MKkRqAGz6Z,뮤지컬 모차르트! (Original Musical Soundtrack),5puf6aYbdE55t9ipGT0lX1,"신영숙, 김승대",korean musicals,https://i.scdn.co/image/ab67616d0000b273f6f8bac19dad4816b9eb3102
Beautiful World,6dNk7wme2WgW7Sd6lYcCbL,320624,46,1,spotify:track:6dNk7wme2WgW7Sd6lYcCbL,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
A Lot Can Happen,4VILGtiBLGG0SQeiWLW3pW,276853,43,1,spotify:track:4VILGtiBLGG0SQeiWLW3pW,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
Gold River,4AF4mDLQdUt2VfyISDEvxh,311800,41,2,spotify:track:4AF4mDLQdUt2VfyISDEvxh,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
So Tender,1Qhcx4uDQ4RFy9m4mKdzUN,268453,46,1,spotify:track:1Qhcx4uDQ4RFy9m4mKdzUN,"Nevertheless, (Original Television Soundtrack, Pt. 8)",7uuHf9rwmvlkUS9AlxK6D2,Say Sue Me,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273d859b4bb308e33eaebf172ee
Analog Sentimentalism,46H9VQlQW2Aqf4zVY60cYR,264379,39,3,spotify:track:46H9VQlQW2Aqf4zVY60cYR,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
Maybe Somewhere,1MMQVrSaKBllpbepX3zCho,316106,39,3,spotify:track:1MMQVrSaKBllpbepX3zCho,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
Painless,04Ktlj5fakDQhjqYSNYTEL,314893,39,4,spotify:track:04Ktlj5fakDQhjqYSNYTEL,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
Evoke Me,2GkCyfS1HfkEw5ywZ6wIl0,845786,38,6,spotify:track:2GkCyfS1HfkEw5ywZ6wIl0,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
White Ceiling,0w5DKGccxr2uWY3pFbVeUS,600000,38,4,spotify:track:0w5DKGccxr2uWY3pFbVeUS,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
Lights Off Repentance,58plDHlua4xtOZgVgYw2lC,219013,37,5,spotify:track:58plDHlua4xtOZgVgYw2lC,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
Backwards,2WOlnPG3x63m065PFZJTl0,360053,36,8,spotify:track:2WOlnPG3x63m065PFZJTl0,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
Polaris,6t90Kwo22FeYIgM1C6wD61,262500,36,1,spotify:track:6t90Kwo22FeYIgM1C6wD61,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Excuse,0OFHufUvVOPvNKOPgbaDRn,351310,35,2,spotify:track:0OFHufUvVOPvNKOPgbaDRn,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
No One Talks About It Anymore,4PLmbHIz1hnvTfuD93XScu,88666,34,7,spotify:track:4PLmbHIz1hnvTfuD93XScu,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
Fantasy,6n0XB1zV1u7WhadwZJAoBi,341680,34,10,spotify:track:6n0XB1zV1u7WhadwZJAoBi,Sky Hundred,45rVXGAItPUFuTG9e10ldd,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737e48ab9ed5c8bc4063e9dc51
Painless,1e8E4kK2o4dl3DosSAx2E9,315172,34,1,spotify:track:1e8E4kK2o4dl3DosSAx2E9,Painless,0ZcJ5jY1VVjAzvP9H1X4bk,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273e12216f8c965ad73992c14dd
To See the Next Part of the Dream,7Gi8tR6JoLx25QKa3ygICX,307500,34,5,spotify:track:7Gi8tR6JoLx25QKa3ygICX,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
February,5jjhXS0mIHHxyclG71WN8y,366493,35,3,spotify:track:5jjhXS0mIHHxyclG71WN8y,Enlightenment,5mfhM5hlMcZdpuR0h4No0D,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737d6d4c3fef769e287308a97a
Extinction,7ophvrIUAHSbf0uCEb5TzB,284000,39,1,spotify:track:7ophvrIUAHSbf0uCEb5TzB,Animal,4ZALM5WKnmqL1sJouAAFqw,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273c234e39cbe00d80e8a40f321
Insomnia,2j4L3kOxgxTSGBkHl524lY,289874,31,2,spotify:track:2j4L3kOxgxTSGBkHl524lY,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Age of Fluctuation,2E22jCM4n5Yldl8Y9sLB9i,560000,31,6,spotify:track:2E22jCM4n5Yldl8Y9sLB9i,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
Blue Spring,4644JaCBBX7EpiZY1XXJaW,293210,38,2,spotify:track:4644JaCBBX7EpiZY1XXJaW,Strange Weather,6h8CGwYbH7wW4XfcwKNzNe,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2730b1e2a5d990c3e198effa85b
Paradox,7zh8Zt10egvcibYGR9VaVa,288271,27,1,spotify:track:7zh8Zt10egvcibYGR9VaVa,Paradox,2swSZBnSV3brk5bTFiNLoW,BrokenTeeth,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273563fa5ce9ce6d60c17255a7d
봄: 별은 노래한다 (Constellation’s Song),6TOj5hxnEhHFIbnrx35MVH,282000,28,1,spotify:track:6TOj5hxnEhHFIbnrx35MVH,모호함 속의 너 Nebulous You,05UUDpMb3cGVT3uex2hbs0,Della Zyr,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27376efb06c5bb07f78463097ef
I Can Feel My Heart Touching You,5BY4CcMVoeobiQOFtNj1VY,336000,30,10,spotify:track:5BY4CcMVoeobiQOFtNj1VY,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
Youth Rebellion,5CCwwVc7CGu3tbbrnx8noX,420323,31,7,spotify:track:5CCwwVc7CGu3tbbrnx8noX,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
138,2hxQLbyIto3SlJo1Mld2Ng,274156,28,2,spotify:track:2hxQLbyIto3SlJo1Mld2Ng,How to Sink Slowly,5POcNXE9lRxeIcCzqdDRoD,BrokenTeeth,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273a1a7f053aca5381d7f4f94e0
Chicken,63hM0n1luAV17VRNU4fw8d,360000,29,9,spotify:track:63hM0n1luAV17VRNU4fw8d,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
We Shine at Night,0xo9fwIA2u3U9tDnrJxo3z,387200,29,4,spotify:track:0xo9fwIA2u3U9tDnrJxo3z,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Arrival,06gFahMcjsQxLCdwCWi73U,464527,28,3,spotify:track:06gFahMcjsQxLCdwCWi73U,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Beautiful World - Live,71i036RsGc3ROLvodV3YAa,330421,27,2,spotify:track:71i036RsGc3ROLvodV3YAa,After the Night (Live),5PcxtGgY7XRDp8T6ghpk5E,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273a09592781e9c0413d2fdd808
Extra Story,7vB8qltpZfzAC9GC0Z28JN,179200,28,8,spotify:track:7vB8qltpZfzAC9GC0Z28JN,To See the Next Part of the Dream,5IyHtkKQvafw7bQYFnx4FO,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731f478dacb513e939f5ac0586
기다려준 새벽 (Following Her to No Particular Sunrise),5h5Z6jn1hc8HTbQwTerSJn,480000,25,1,spotify:track:5h5Z6jn1hc8HTbQwTerSJn,비타민과 우려 Vitamins and Apprehension,3KvDdvikW0qXKnfGYZQtXf,Della Zyr,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27300c94e101484ba2f0d05f47e
Parade,0DYALM07LyrmvGBNpa8Zfw,454157,26,5,spotify:track:0DYALM07LyrmvGBNpa8Zfw,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Nails,6AUlMVr80H8KGVTGeJlpbp,268714,25,1,spotify:track:6AUlMVr80H8KGVTGeJlpbp,Downfall of the Neon Youth,2WLbdzqsWzXYPb6rQHTkjX,"Parannoul, Asian Glow, sonhos tomam conta",korean shoegaze,https://i.scdn.co/image/ab67616d0000b273741f6ff6faa5a3876784c4b2
Old Town,0BTaF7WdhyGDuYoQJtv6vb,233410,27,3,spotify:track:0BTaF7WdhyGDuYoQJtv6vb,Where We Were Together,2uM37yCppwAzlYwvDgKZpO,Say Sue Me,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273a46727ae02f409e534ba1c86
"Sound Inside Me, Waves Inside You",6ruT2aJTnLNhKEI0ekQVYU,313741,25,8,spotify:track:6ruT2aJTnLNhKEI0ekQVYU,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Gold River,1zsn869HLzwNJkaHsGEyRX,311796,28,1,spotify:track:1zsn869HLzwNJkaHsGEyRX,Gold River,5Npn6xTYfjg4s4IMbiwmqM,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273b6f664d2795986b3f7763e65
여름: 모호함 속의 너 / 2악장 / 놓아줄 때가 되면 놓아주기 (Concerto),7DTWCc2yloWZDxTz97wHz2,738000,24,2,spotify:track:7DTWCc2yloWZDxTz97wHz2,모호함 속의 너 Nebulous You,05UUDpMb3cGVT3uex2hbs0,Della Zyr,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27376efb06c5bb07f78463097ef
Strange Tropics,0kinKd3n5K3Crxd2PrJREq,225603,28,6,spotify:track:0kinKd3n5K3Crxd2PrJREq,Strange Weather,6h8CGwYbH7wW4XfcwKNzNe,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2730b1e2a5d990c3e198effa85b
Dreaming,66QzJkyag2NRX8d8R5HTpU,237393,24,1,spotify:track:66QzJkyag2NRX8d8R5HTpU,It's Just A Short Walk!,10fQbNIKBu33l9GyMqfQxN,Say Sue Me,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27306cfdf1338d724aad4382760
Idiot,63uUUSkSgxPod0s5IJCB1x,272245,30,4,spotify:track:63uUUSkSgxPod0s5IJCB1x,Strange Weather,6h8CGwYbH7wW4XfcwKNzNe,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2730b1e2a5d990c3e198effa85b
Into the Endless Night - Live,1OMMSNf79ELZPqLA6oPGlz,2766000,25,8,spotify:track:1OMMSNf79ELZPqLA6oPGlz,After the Night (Live),5PcxtGgY7XRDp8T6ghpk5E,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273a09592781e9c0413d2fdd808
Sketchbook,1GhcUklSXfhH2jdZrRmuL2,422880,24,6,spotify:track:1GhcUklSXfhH2jdZrRmuL2,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Imagination,5LnZIH7vDqELuCjhgUbclL,277384,24,7,spotify:track:5LnZIH7vDqELuCjhgUbclL,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Polaris - Live,1ZWJGh77XqxwBVpZTH2lzZ,295000,24,1,spotify:track:1ZWJGh77XqxwBVpZTH2lzZ,After the Night (Live),5PcxtGgY7XRDp8T6ghpk5E,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273a09592781e9c0413d2fdd808
Romanesque,2pz1e16Fx98CRuF6Qx8Xmq,268426,33,4,spotify:track:2pz1e16Fx98CRuF6Qx8Xmq,Enlightenment,5mfhM5hlMcZdpuR0h4No0D,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737d6d4c3fef769e287308a97a
Seoul,0EOuNkNLvaIuAr12tS9B36,407880,31,5,spotify:track:0EOuNkNLvaIuAr12tS9B36,Capital Disease,0glXbKYknQlnd2FnxsxWez,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273063047b406ee33bb43432249
After the Magic,6nKNkYkUuccNosXzBGxX0E,302400,23,10,spotify:track:6nKNkYkUuccNosXzBGxX0E,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
So Tender,7IyZDKpbPx5dgqtI2Qj3dp,268453,29,8,spotify:track:7IyZDKpbPx5dgqtI2Qj3dp,"Nevertheless, (Original Television Soundtrack)",6QS84dcpQZOhw0TEa5Bxwf,Say Sue Me,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cf49c007d2889fddf3f4b801
Blossom,69QY66EOTpMpomOBU9P1Vv,371076,23,9,spotify:track:69QY66EOTpMpomOBU9P1Vv,After the Magic,0vlJYAD6IpbwmZE9vbhErT,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273cae389ab4c2347ccc03d6e08
Crab and Tap Water,4y89ygEDJNrfM9DnKWFImO,298000,29,5,spotify:track:4y89ygEDJNrfM9DnKWFImO,Animal,4ZALM5WKnmqL1sJouAAFqw,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273c234e39cbe00d80e8a40f321
Yeah,2mi591KXRdGMQywpDesRlb,150309,26,2,spotify:track:2mi591KXRdGMQywpDesRlb,TRPP,4MCb03enJHRY5ovHpoHWQT,TRPP,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2731cca2fa72e43908b090e457f
White Ceiling - Live,3XkvbULZlZPpefk5MkghHI,630031,23,7,spotify:track:3XkvbULZlZPpefk5MkghHI,After the Night (Live),5PcxtGgY7XRDp8T6ghpk5E,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273a09592781e9c0413d2fdd808
Flesh,04G8YfPOhsp7YWgcW8cLGp,295000,27,3,spotify:track:04G8YfPOhsp7YWgcW8cLGp,Animal,4ZALM5WKnmqL1sJouAAFqw,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273c234e39cbe00d80e8a40f321
A Day of Mercury,0ZnSRfXEfg5PpgY9WtJrXO,310773,31,2,spotify:track:0ZnSRfXEfg5PpgY9WtJrXO,Enlightenment,5mfhM5hlMcZdpuR0h4No0D,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737d6d4c3fef769e287308a97a
Galaxy,5XbBDSSKcV1qvYFEGmWST7,370480,29,9,spotify:track:5XbBDSSKcV1qvYFEGmWST7,Enlightenment,5mfhM5hlMcZdpuR0h4No0D,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2737d6d4c3fef769e287308a97a
Autumn: Nebulous You / 겨울: 대나무꽃,2km03iCmNnJRN8l3HpvP8J,840000,21,4,spotify:track:2km03iCmNnJRN8l3HpvP8J,모호함 속의 너 Nebulous You,05UUDpMb3cGVT3uex2hbs0,Della Zyr,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27376efb06c5bb07f78463097ef
What Orpheus Sang Before (오르페우스의 비가),5MQvF8auRePSGYwy3QeTCw,485000,20,3,spotify:track:5MQvF8auRePSGYwy3QeTCw,모호함 속의 너 Nebulous You,05UUDpMb3cGVT3uex2hbs0,Della Zyr,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27376efb06c5bb07f78463097ef
High Noon,2D7AA8KIUDgUoC8VFjIhLB,205720,28,1,spotify:track:2D7AA8KIUDgUoC8VFjIhLB,Capital Disease,0glXbKYknQlnd2FnxsxWez,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273063047b406ee33bb43432249
Wheel,7heDhizNYNFuGoLT6R8rHT,929773,20,4,spotify:track:7heDhizNYNFuGoLT6R8rHT,Paraglow,34ApP3GmAnx9jVz16pi2qP,"Parannoul, Asian Glow",korean shoegaze,https://i.scdn.co/image/ab67616d0000b2736502b828a49c5c16a52bf245
Shimmer,4XDhWlOXm9e6Lbuucbxkxi,297026,30,9,spotify:track:4XDhWlOXm9e6Lbuucbxkxi,Strange Weather,6h8CGwYbH7wW4XfcwKNzNe,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2730b1e2a5d990c3e198effa85b
Red Peter,6vmx5r0bQNGfQd1EnoD7ad,242653,27,3,spotify:track:6vmx5r0bQNGfQd1EnoD7ad,I Often Stammer and Forget the Way to Sleep (2013 Remaster),60pwEs2DhodErEbxIXreJo,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27378938c170a5734fe00288eca
Let It Begin,4yjHCyi8dSX7RB0wx2ribK,337886,23,1,spotify:track:4yjHCyi8dSX7RB0wx2ribK,Where We Were Together,2uM37yCppwAzlYwvDgKZpO,Say Sue Me,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273a46727ae02f409e534ba1c86
Gills,55FF1bf6VxTVdUkvyPMjbv,314819,27,4,spotify:track:55FF1bf6VxTVdUkvyPMjbv,I Often Stammer and Forget the Way to Sleep (2013 Remaster),60pwEs2DhodErEbxIXreJo,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27378938c170a5734fe00288eca
To Dream,3aTJ31zrQycUTaRFY0Eb5H,272280,22,6,spotify:track:3aTJ31zrQycUTaRFY0Eb5H,The Last Thing Left,72cFlLceKsrnhEOMugnHNj,Say Sue Me,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273c184349f244d295f8242f850
My Heart,62DVr5HPrKmJCK4kgBHQjw,210120,29,1,spotify:track:62DVr5HPrKmJCK4kgBHQjw,"YUMI's Cells, Pt. 5 (Original Television Soundtrack)",5Q2z3imJ8bbrXqeV7y7wEx,Say Sue Me,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27301531e6a0fdd1dc7fc2c5ce0
The Taste of Pomegranate,3t9vPkoROil4XsRCGxZ4vc,491706,25,2,spotify:track:3t9vPkoROil4XsRCGxZ4vc,Capital Disease,0glXbKYknQlnd2FnxsxWez,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273063047b406ee33bb43432249
Night of the Living You,14ulixV7wkPltv8xsmBZH6,396902,26,5,spotify:track:14ulixV7wkPltv8xsmBZH6,Strange Weather,6h8CGwYbH7wW4XfcwKNzNe,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2730b1e2a5d990c3e198effa85b
Colors,6RMBgCYCmE763QsWPu3UBf,488912,19,5,spotify:track:6RMBgCYCmE763QsWPu3UBf,Downfall of the Neon Youth,2WLbdzqsWzXYPb6rQHTkjX,"Parannoul, Asian Glow, sonhos tomam conta",korean shoegaze,https://i.scdn.co/image/ab67616d0000b273741f6ff6faa5a3876784c4b2
melon,4anw7njgXqWoNABbWwAbEO,302133,21,1,spotify:track:4anw7njgXqWoNABbWwAbEO,Since the World is About to End,0ACwMoxFMS9lTsuWcRs4WB,cotoba,korean shoegaze,https://i.scdn.co/image/ab67616d0000b2735af1b7b777eba10aba1a5056
Lord of the Flies,2xIlvKavT9YrK4ZtYIm620,325000,26,4,spotify:track:2xIlvKavT9YrK4ZtYIm620,Animal,4ZALM5WKnmqL1sJouAAFqw,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273c234e39cbe00d80e8a40f321
I Can Feel My Heart Touching You - Live,6oiIv1jvUesYz9O7sH2qoO,349542,20,6,spotify:track:6oiIv1jvUesYz9O7sH2qoO,After the Night (Live),5PcxtGgY7XRDp8T6ghpk5E,Parannoul,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273a09592781e9c0413d2fdd808
Pale Blue Dot (지구 혹은 천국),4RNVQru82dBmLx140zWuSA,287000,18,2,spotify:track:4RNVQru82dBmLx140zWuSA,비타민과 우려 Vitamins and Apprehension,3KvDdvikW0qXKnfGYZQtXf,Della Zyr,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27300c94e101484ba2f0d05f47e
Cicadas Cry Even Though It Rains,66qMtEs52y9kpmyG0H1sRO,310866,25,10,spotify:track:66qMtEs52y9kpmyG0H1sRO,I Often Stammer and Forget the Way to Sleep (2013 Remaster),60pwEs2DhodErEbxIXreJo,THORNAPPLE,korean shoegaze,https://i.scdn.co/image/ab67616d0000b27378938c170a5734fe00288eca
So Tender - Instrumental,5FyAoLd523NbvHcfQu1yul,268438,26,2,spotify:track:5FyAoLd523NbvHcfQu1yul,"Nevertheless, (Original Television Soundtrack, Pt. 8)",7uuHf9rwmvlkUS9AlxK6D2,Say Sue Me,korean shoegaze,https://i.scdn.co/image/ab67616d0000b273d859b4bb308e33eaebf172ee
